Localidad;Año;Regimen afiliación;Estimado afiliados
Puente Aranda;2023 NOVIEMBRE;R. contributivo;217,068
La Candelaria;2023 NOVIEMBRE;R. contributivo;12,17
Rafael Uribe Uribe;2023 NOVIEMBRE;R. contributivo;249,308
Ciudad Bolívar;2023 NOVIEMBRE;R. contributivo;388,99
Sumapaz;2023 NOVIEMBRE;R. contributivo;1,315
Sin dato de localidad;2023 NOVIEMBRE;R. contributivo;
Distrito;2023 NOVIEMBRE;R. contributivo;6,115,173
Usaquén;2023 NOVIEMBRE;R. excepción;17,166
Chapinero;2023 NOVIEMBRE;R. excepción;4,527
Santa Fe;2023 NOVIEMBRE;R. excepción;2,655
San Cristóbal;2023 NOVIEMBRE;R. excepción;7,751
Usme;2023 NOVIEMBRE;R. excepción;4,711
Tunjuelito;2023 NOVIEMBRE;R. excepción;6,098
Bosa;2023 NOVIEMBRE;R. excepción;9,031
Kennedy;2023 NOVIEMBRE;R. excepción;34,854
Fontibón;2023 NOVIEMBRE;R. excepción;9,984
Engativá;2023 NOVIEMBRE;R. excepción;21,977
Suba;2023 NOVIEMBRE;R. excepción;33,271
Barrios Unidos;2023 NOVIEMBRE;R. excepción;3,743
Teusaquillo;2023 NOVIEMBRE;R. excepción;8,106
Los Mártires;2023 NOVIEMBRE;R. excepción;1,727
Antonio Nariño;2023 NOVIEMBRE;R. excepción;2,666
Puente Aranda;2023 NOVIEMBRE;R. excepción;7,442
La Candelaria;2023 NOVIEMBRE;R. excepción;282
Rafael Uribe Uribe;2023 NOVIEMBRE;R. excepción;7,447
Ciudad Bolívar;2023 NOVIEMBRE;R. excepción;7,265
Sumapaz;2023 NOVIEMBRE;R. excepción;34
Sin dato de localidad;2023 NOVIEMBRE;R. excepción;
Distrito;2023 NOVIEMBRE;R. excepción;190,737
Usaquén;2023 NOVIEMBRE;R. subsidiado;38,38
Chapinero;2023 NOVIEMBRE;R. subsidiado;9,95
Santa Fe;2023 NOVIEMBRE;R. subsidiado;33,703
San Cristóbal;2023 NOVIEMBRE;R. subsidiado;110,365
Usme;2023 NOVIEMBRE;R. subsidiado;124,329
Tunjuelito;2023 NOVIEMBRE;R. subsidiado;41,659
Bosa;2023 NOVIEMBRE;R. subsidiado;177,742
Kennedy;2023 NOVIEMBRE;R. subsidiado;167,2
Fontibón;2023 NOVIEMBRE;R. subsidiado;30,765
Engativá;2023 NOVIEMBRE;R. subsidiado;98,027
Suba;2023 NOVIEMBRE;R. subsidiado;122,19
Barrios Unidos;2023 NOVIEMBRE;R. subsidiado;12,378
Teusaquillo;2023 NOVIEMBRE;R. subsidiado;3,045
Los Mártires;2023 NOVIEMBRE;R. subsidiado;18,203
Antonio Nariño;2023 NOVIEMBRE;R. subsidiado;11,999
Puente Aranda;2023 NOVIEMBRE;R. subsidiado;23,331
La Candelaria;2023 NOVIEMBRE;R. subsidiado;5,902
Rafael Uribe Uribe;2023 NOVIEMBRE;R. subsidiado;104,694
Ciudad Bolívar;2023 NOVIEMBRE;R. subsidiado;210,296
Sumapaz;2023 NOVIEMBRE;R. subsidiado;1,392
Sin dato de localidad;2023 NOVIEMBRE;R. subsidiado;383,019
Distrito;2023 NOVIEMBRE;R. subsidiado;1,728,569
Usaquén;2023 NOVIEMBRE;No afiliados;0
Chapinero;2023 NOVIEMBRE;No afiliados;0
Santa Fe;2023 NOVIEMBRE;No afiliados;0
San Cristóbal;2023 NOVIEMBRE;No afiliados;0
Usme;2023 NOVIEMBRE;No afiliados;0
Tunjuelito;2023 NOVIEMBRE;No afiliados;0
Bosa;2023 NOVIEMBRE;No afiliados;0
Kennedy;2023 NOVIEMBRE;No afiliados;0
Fontibón;2023 NOVIEMBRE;No afiliados;0
Engativá;2023 NOVIEMBRE;No afiliados;0
Suba;2023 NOVIEMBRE;No afiliados;0
Barrios Unidos;2023 NOVIEMBRE;No afiliados;0
Teusaquillo;2023 NOVIEMBRE;No afiliados;0
Los Mártires;2023 NOVIEMBRE;No afiliados;0
Antonio Nariño;2023 NOVIEMBRE;No afiliados;0
Puente Aranda;2023 NOVIEMBRE;No afiliados;0
La Candelaria;2023 NOVIEMBRE;No afiliados;0
Rafael Uribe Uribe;2023 NOVIEMBRE;No afiliados;0
Ciudad Bolívar;2023 NOVIEMBRE;No afiliados;0
Sumapaz;2023 NOVIEMBRE;No afiliados;0
Sin dato de localidad;2023 NOVIEMBRE;No afiliados;0
Distrito;2023 NOVIEMBRE;No afiliados;0
Usaquén;2023 DICIEMBRE;R. contributivo;530,53
Chapinero;2023 DICIEMBRE;R. contributivo;164,285
Santa Fe;2023 DICIEMBRE;R. contributivo;62,964
San Cristóbal;2023 DICIEMBRE;R. contributivo;278,59
Usme;2023 DICIEMBRE;R. contributivo;229,457
Tunjuelito;2023 DICIEMBRE;R. contributivo;119,047
Bosa;2023 DICIEMBRE;R. contributivo;494,717
Kennedy;2023 DICIEMBRE;R. contributivo;778,328
Fontibón;2023 DICIEMBRE;R. contributivo;357,532
Engativá;2023 DICIEMBRE;R. contributivo;692,456
Suba;2023 DICIEMBRE;R. contributivo;1,110,886
Barrios Unidos;2023 DICIEMBRE;R. contributivo;129,499
Teusaquillo;2023 DICIEMBRE;R. contributivo;162,352
Los Mártires;2023 DICIEMBRE;R. contributivo;50,099
Antonio Nariño;2023 DICIEMBRE;R. contributivo;64,935
Puente Aranda;2023 DICIEMBRE;R. contributivo;216,214
La Candelaria;2023 DICIEMBRE;R. contributivo;12,122
Rafael Uribe Uribe;2023 DICIEMBRE;R. contributivo;248,327
Ciudad Bolívar;2023 DICIEMBRE;R. contributivo;387,459
Sumapaz;2023 DICIEMBRE;R. contributivo;1,31
Sin dato de localidad;2023 DICIEMBRE;R. contributivo;
Distrito;2023 DICIEMBRE;R. contributivo;6,091,109
Usaquén;2023 DICIEMBRE;R. excepción;17,166
Chapinero;2023 DICIEMBRE;R. excepción;4,527
Santa Fe;2023 DICIEMBRE;R. excepción;2,655
San Cristóbal;2023 DICIEMBRE;R. excepción;7,751
Usme;2023 DICIEMBRE;R. excepción;4,711
Tunjuelito;2023 DICIEMBRE;R. excepción;6,098
Bosa;2023 DICIEMBRE;R. excepción;9,031
Kennedy;2023 DICIEMBRE;R. excepción;34,854
Fontibón;2023 DICIEMBRE;R. excepción;9,984
Engativá;2023 DICIEMBRE;R. excepción;21,977
Suba;2023 DICIEMBRE;R. excepción;33,271
Barrios Unidos;2023 DICIEMBRE;R. excepción;3,743
Teusaquillo;2023 DICIEMBRE;R. excepción;8,106
Los Mártires;2023 DICIEMBRE;R. excepción;1,727
Antonio Nariño;2023 DICIEMBRE;R. excepción;2,666
Puente Aranda;2023 DICIEMBRE;R. excepción;7,442
La Candelaria;2023 DICIEMBRE;R. excepción;282
Rafael Uribe Uribe;2023 DICIEMBRE;R. excepción;7,447
Ciudad Bolívar;2023 DICIEMBRE;R. excepción;7,265
Sumapaz;2023 DICIEMBRE;R. excepción;34
Sin dato de localidad;2023 DICIEMBRE;R. excepción;
Distrito;2023 DICIEMBRE;R. excepción;190,737
Usaquén;2023 DICIEMBRE;R. subsidiado;38,481
Chapinero;2023 DICIEMBRE;R. subsidiado;10,003
Santa Fe;2023 DICIEMBRE;R. subsidiado;33,853
San Cristóbal;2023 DICIEMBRE;R. subsidiado;110,862
Usme;2023 DICIEMBRE;R. subsidiado;124,525
Tunjuelito;2023 DICIEMBRE;R. subsidiado;41,747
Bosa;2023 DICIEMBRE;R. subsidiado;178,209
Kennedy;2023 DICIEMBRE;R. subsidiado;167,958
Fontibón;2023 DICIEMBRE;R. subsidiado;30,924
Engativá;2023 DICIEMBRE;R. subsidiado;98,622
Suba;2023 DICIEMBRE;R. subsidiado;122,785
Barrios Unidos;2023 DICIEMBRE;R. subsidiado;12,381
Teusaquillo;2023 DICIEMBRE;R. subsidiado;3,033
Los Mártires;2023 DICIEMBRE;R. subsidiado;18,243
Antonio Nariño;2023 DICIEMBRE;R. subsidiado;12,063
Puente Aranda;2023 DICIEMBRE;R. subsidiado;23,397
La Candelaria;2023 DICIEMBRE;R. subsidiado;5,914
Rafael Uribe Uribe;2023 DICIEMBRE;R. subsidiado;105,033
Ciudad Bolívar;2023 DICIEMBRE;R. subsidiado;210,73
Sumapaz;2023 DICIEMBRE;R. subsidiado;1,378
Sin dato de localidad;2023 DICIEMBRE;R. subsidiado;385,887
Distrito;2023 DICIEMBRE;R. subsidiado;1,736,028
Usaquén;2023 DICIEMBRE;No afiliados;0
Chapinero;2023 DICIEMBRE;No afiliados;0
Santa Fe;2023 DICIEMBRE;No afiliados;0
San Cristóbal;2023 DICIEMBRE;No afiliados;0
Usme;2023 DICIEMBRE;No afiliados;0
Tunjuelito;2023 DICIEMBRE;No afiliados;0
Bosa;2023 DICIEMBRE;No afiliados;0
Kennedy;2023 DICIEMBRE;No afiliados;0
Fontibón;2023 DICIEMBRE;No afiliados;0
Engativá;2023 DICIEMBRE;No afiliados;0
Suba;2023 DICIEMBRE;No afiliados;0
Barrios Unidos;2023 DICIEMBRE;No afiliados;0
Teusaquillo;2023 DICIEMBRE;No afiliados;0
Los Mártires;2023 DICIEMBRE;No afiliados;0
Antonio Nariño;2023 DICIEMBRE;No afiliados;0
Puente Aranda;2023 DICIEMBRE;No afiliados;0
La Candelaria;2023 DICIEMBRE;No afiliados;0
Rafael Uribe Uribe;2023 DICIEMBRE;No afiliados;0
Ciudad Bolívar;2023 DICIEMBRE;No afiliados;0
Sumapaz;2023 DICIEMBRE;No afiliados;0
Sin dato de localidad;2023 DICIEMBRE;No afiliados;0
Distrito;2023 DICIEMBRE;No afiliados;0
Usaquén;2024 Enero;R. contributivo;524,956
Chapinero;2024 Enero;R. contributivo;162,559
Santa Fe;2024 Enero;R. contributivo;62,303
San Cristóbal;2024 Enero;R. contributivo;275,662
Usme;2024 Enero;R. contributivo;227,046
Tunjuelito;2024 Enero;R. contributivo;117,796
Bosa;2024 Enero;R. contributivo;489,518
Kennedy;2024 Enero;R. contributivo;770,15
Fontibón;2024 Enero;R. contributivo;353,775
Engativá;2024 Enero;R. contributivo;685,18
Suba;2024 Enero;R. contributivo;1,099,215
Barrios Unidos;2024 Enero;R. contributivo;128,138
Teusaquillo;2024 Enero;R. contributivo;160,646
Los Mártires;2024 Enero;R. contributivo;49,572
Antonio Nariño;2024 Enero;R. contributivo;64,252
Puente Aranda;2024 Enero;R. contributivo;213,942
La Candelaria;2024 Enero;R. contributivo;11,994
Rafael Uribe Uribe;2024 Enero;R. contributivo;245,718
Ciudad Bolívar;2024 Enero;R. contributivo;383,388
Sumapaz;2024 Enero;R. contributivo;1,296
Sin dato de localidad;2024 Enero;R. contributivo;
Distrito;2024 Enero;R. contributivo;6,027,106
Usaquén;2024 Enero;R. excepción;17,215
Chapinero;2024 Enero;R. excepción;4,54
Santa Fe;2024 Enero;R. excepción;2,663
San Cristóbal;2024 Enero;R. excepción;7,773
Usme;2024 Enero;R. excepción;4,724
Tunjuelito;2024 Enero;R. excepción;6,115
Bosa;2024 Enero;R. excepción;9,056
Kennedy;2024 Enero;R. excepción;34,952
Fontibón;2024 Enero;R. excepción;10,012
Engativá;2024 Enero;R. excepción;22,038
Suba;2024 Enero;R. excepción;33,364
Barrios Unidos;2024 Enero;R. excepción;3,754
Teusaquillo;2024 Enero;R. excepción;8,129
Los Mártires;2024 Enero;R. excepción;1,732
Antonio Nariño;2024 Enero;R. excepción;2,674
Puente Aranda;2024 Enero;R. excepción;7,463
La Candelaria;2024 Enero;R. excepción;283
Rafael Uribe Uribe;2024 Enero;R. excepción;7,468
Ciudad Bolívar;2024 Enero;R. excepción;7,285
Sumapaz;2024 Enero;R. excepción;34
Sin dato de localidad;2024 Enero;R. excepción;
Distrito;2024 Enero;R. excepción;191,274
Usaquén;2024 Enero;R. subsidiado;40,481
Chapinero;2024 Enero;R. subsidiado;10,326
Santa Fe;2024 Enero;R. subsidiado;34,582
San Cristóbal;2024 Enero;R. subsidiado;114,965
Usme;2024 Enero;R. subsidiado;129,867
Tunjuelito;2024 Enero;R. subsidiado;43,124
Bosa;2024 Enero;R. subsidiado;186,492
Kennedy;2024 Enero;R. subsidiado;174,477
Fontibón;2024 Enero;R. subsidiado;32,169
Engativá;2024 Enero;R. subsidiado;102,887
Suba;2024 Enero;R. subsidiado;129,302
Barrios Unidos;2024 Enero;R. subsidiado;12,696
Teusaquillo;2024 Enero;R. subsidiado;3,09
Los Mártires;2024 Enero;R. subsidiado;18,468
Antonio Nariño;2024 Enero;R. subsidiado;12,368
Puente Aranda;2024 Enero;R. subsidiado;23,915
La Candelaria;2024 Enero;R. subsidiado;6,032
Rafael Uribe Uribe;2024 Enero;R. subsidiado;108,739
Ciudad Bolívar;2024 Enero;R. subsidiado;219,375
Sumapaz;2024 Enero;R. subsidiado;1,459
Sin dato de localidad;2024 Enero;R. subsidiado;359,728
Distrito;2024 Enero;R. subsidiado;1,764,542
Usaquén;2024 Enero;No afiliados;0
Chapinero;2024 Enero;No afiliados;0
Santa Fe;2024 Enero;No afiliados;0
San Cristóbal;2024 Enero;No afiliados;0
Usme;2024 Enero;No afiliados;0
Tunjuelito;2024 Enero;No afiliados;0
Bosa;2024 Enero;No afiliados;0
Kennedy;2024 Enero;No afiliados;0
Fontibón;2024 Enero;No afiliados;0
Engativá;2024 Enero;No afiliados;0
Suba;2024 Enero;No afiliados;0
Barrios Unidos;2024 Enero;No afiliados;0
Teusaquillo;2024 Enero;No afiliados;0
Los Mártires;2024 Enero;No afiliados;0
Antonio Nariño;2024 Enero;No afiliados;0
Puente Aranda;2024 Enero;No afiliados;0
La Candelaria;2024 Enero;No afiliados;0
Rafael Uribe Uribe;2024 Enero;No afiliados;0
Ciudad Bolívar;2024 Enero;No afiliados;0
Sumapaz;2024 Enero;No afiliados;0
Sin dato de localidad;2024 Enero;No afiliados;0
Distrito;2024 Enero;No afiliados;0
Usaquén;2024 Febrero;R. contributivo;523186
Chapinero;2024 Febrero;R. contributivo;162011
Santa Fe;2024 Febrero;R. contributivo;62093
San Cristóbal;2024 Febrero;R. contributivo;274733
Usme;2024 Febrero;R. contributivo;226281
Tunjuelito;2024 Febrero;R. contributivo;117399
Bosa;2024 Febrero;R. contributivo;487868
Kennedy;2024 Febrero;R. contributivo;767553
Fontibón;2024 Febrero;R. contributivo;352583
Engativá;2024 Febrero;R. contributivo;682870
Suba;2024 Febrero;R. contributivo;1095507
Barrios Unidos;2024 Febrero;R. contributivo;127706
Teusaquillo;2024 Febrero;R. contributivo;160104
Los Mártires;2024 Febrero;R. contributivo;49405
Antonio Nariño;2024 Febrero;R. contributivo;64036
Puente Aranda;2024 Febrero;R. contributivo;213221
La Candelaria;2024 Febrero;R. contributivo;11954
Rafael Uribe Uribe;2024 Febrero;R. contributivo;244889
Ciudad Bolívar;2024 Febrero;R. contributivo;382095
Sumapaz;2024 Febrero;R. contributivo;1292
Sin dato de localidad;2024 Febrero;R. contributivo;
Distrito;2024 Febrero;R. contributivo;6006786
Usaquén;2024 Febrero;R. excepción;17215
Chapinero;2024 Febrero;R. excepción;4540
Santa Fe;2024 Febrero;R. excepción;2663
San Cristóbal;2024 Febrero;R. excepción;7773
Usme;2024 Febrero;R. excepción;4724
Tunjuelito;2024 Febrero;R. excepción;6115
Bosa;2024 Febrero;R. excepción;9056
Kennedy;2024 Febrero;R. excepción;34952
Fontibón;2024 Febrero;R. excepción;10012
Engativá;2024 Febrero;R. excepción;22038
Suba;2024 Febrero;R. excepción;33364
Barrios Unidos;2024 Febrero;R. excepción;3754
Teusaquillo;2024 Febrero;R. excepción;8129
Los Mártires;2024 Febrero;R. excepción;1732
Antonio Nariño;2024 Febrero;R. excepción;2674
Puente Aranda;2024 Febrero;R. excepción;7463
La Candelaria;2024 Febrero;R. excepción;283
Rafael Uribe Uribe;2024 Febrero;R. excepción;7468
Ciudad Bolívar;2024 Febrero;R. excepción;7285
Sumapaz;2024 Febrero;R. excepción;34
Sin dato de localidad;2024 Febrero;R. excepción;
Distrito;2024 Febrero;R. excepción;191274
Usaquén;2024 Febrero;R. subsidiado;39111
Chapinero;2024 Febrero;R. subsidiado;10078
Santa Fe;2024 Febrero;R. subsidiado;33406
San Cristóbal;2024 Febrero;R. subsidiado;110989
Usme;2024 Febrero;R. subsidiado;125628
Tunjuelito;2024 Febrero;R. subsidiado;42058
Bosa;2024 Febrero;R. subsidiado;180297
Kennedy;2024 Febrero;R. subsidiado;166970
Fontibón;2024 Febrero;R. subsidiado;31262
Engativá;2024 Febrero;R. subsidiado;99884
Suba;2024 Febrero;R. subsidiado;124435
Barrios Unidos;2024 Febrero;R. subsidiado;12222
Teusaquillo;2024 Febrero;R. subsidiado;2978
Los Mártires;2024 Febrero;R. subsidiado;17841
Antonio Nariño;2024 Febrero;R. subsidiado;11946
Puente Aranda;2024 Febrero;R. subsidiado;23290
La Candelaria;2024 Febrero;R. subsidiado;5898
Rafael Uribe Uribe;2024 Febrero;R. subsidiado;105136
Ciudad Bolívar;2024 Febrero;R. subsidiado;212787
Sumapaz;2024 Febrero;R. subsidiado;1447
Sin dato de localidad;2024 Febrero;R. subsidiado;408426
Distrito;2024 Febrero;R. subsidiado;1766089
Usaquén;2024 Febrero;No afiliados;0
Chapinero;2024 Febrero;No afiliados;0
Santa Fe;2024 Febrero;No afiliados;0
San Cristóbal;2024 Febrero;No afiliados;0
Usme;2024 Febrero;No afiliados;0
Tunjuelito;2024 Febrero;No afiliados;0
Bosa;2024 Febrero;No afiliados;0
Kennedy;2024 Febrero;No afiliados;0
Fontibón;2024 Febrero;No afiliados;0
Engativá;2024 Febrero;No afiliados;0
Suba;2024 Febrero;No afiliados;0
Barrios Unidos;2024 Febrero;No afiliados;0
Teusaquillo;2024 Febrero;No afiliados;0
Los Mártires;2024 Febrero;No afiliados;0
Antonio Nariño;2024 Febrero;No afiliados;0
Puente Aranda;2024 Febrero;No afiliados;0
La Candelaria;2024 Febrero;No afiliados;0
Rafael Uribe Uribe;2024 Febrero;No afiliados;0
Ciudad Bolívar;2024 Febrero;No afiliados;0
Sumapaz;2024 Febrero;No afiliados;0
Sin dato de localidad;2024 Febrero;No afiliados;0
Distrito;2024 Febrero;No afiliados;0
Usaquén;2024 Marzo;R. contributivo;524959
Chapinero;2024 Marzo;R. contributivo;162560
Santa Fe;2024 Marzo;R. contributivo;62303
San Cristóbal;2024 Marzo;R. contributivo;275664
Usme;2024 Marzo;R. contributivo;227048
Tunjuelito;2024 Marzo;R. contributivo;117797
Bosa;2024 Marzo;R. contributivo;489522
Kennedy;2024 Marzo;R. contributivo;770155
Fontibón;2024 Marzo;R. contributivo;353778
Engativá;2024 Marzo;R. contributivo;685185
Suba;2024 Marzo;R. contributivo;1099221
Barrios Unidos;2024 Marzo;R. contributivo;128139
Teusaquillo;2024 Marzo;R. contributivo;160647
Los Mártires;2024 Marzo;R. contributivo;49573
Antonio Nariño;2024 Marzo;R. contributivo;64253
Puente Aranda;2024 Marzo;R. contributivo;213944
La Candelaria;2024 Marzo;R. contributivo;11994
Rafael Uribe Uribe;2024 Marzo;R. contributivo;245720
Ciudad Bolívar;2024 Marzo;R. contributivo;383390
Sumapaz;2024 Marzo;R. contributivo;1296
Sin dato de localidad;2024 Marzo;R. contributivo;
Distrito;2024 Marzo;R. contributivo;6027148
Usaquén;2024 Marzo;R. excepción;39232
Chapinero;2024 Marzo;R. excepción;10110
Santa Fe;2024 Marzo;R. excepción;33394
San Cristóbal;2024 Marzo;R. excepción;111167
Usme;2024 Marzo;R. excepción;126219
Tunjuelito;2024 Marzo;R. excepción;42164
Bosa;2024 Marzo;R. excepción;180789
Kennedy;2024 Marzo;R. excepción;167701
Fontibón;2024 Marzo;R. excepción;31251
Engativá;2024 Marzo;R. excepción;100071
Suba;2024 Marzo;R. excepción;125067
Barrios Unidos;2024 Marzo;R. excepción;12277
Teusaquillo;2024 Marzo;R. excepción;2972
Los Mártires;2024 Marzo;R. excepción;17794
Antonio Nariño;2024 Marzo;R. excepción;11987
Puente Aranda;2024 Marzo;R. excepción;23345
La Candelaria;2024 Marzo;R. excepción;5897
Rafael Uribe Uribe;2024 Marzo;R. excepción;105214
Ciudad Bolívar;2024 Marzo;R. excepción;213386
Sumapaz;2024 Marzo;R. excepción;1435
Sin dato de localidad;2024 Marzo;R. excepción;384247
Distrito;2024 Marzo;R. excepción;1745719
Usaquén;2024 Marzo;R. subsidiado;39232
Chapinero;2024 Marzo;R. subsidiado;10110
Santa Fe;2024 Marzo;R. subsidiado;33394
San Cristóbal;2024 Marzo;R. subsidiado;111167
Usme;2024 Marzo;R. subsidiado;126219
Tunjuelito;2024 Marzo;R. subsidiado;42164
Bosa;2024 Marzo;R. subsidiado;180789
Kennedy;2024 Marzo;R. subsidiado;167701
Fontibón;2024 Marzo;R. subsidiado;31251
Engativá;2024 Marzo;R. subsidiado;100071
Suba;2024 Marzo;R. subsidiado;125067
Barrios Unidos;2024 Marzo;R. subsidiado;12277
Teusaquillo;2024 Marzo;R. subsidiado;2972
Los Mártires;2024 Marzo;R. subsidiado;17794
Antonio Nariño;2024 Marzo;R. subsidiado;11987
Puente Aranda;2024 Marzo;R. subsidiado;23345
La Candelaria;2024 Marzo;R. subsidiado;5897
Rafael Uribe Uribe;2024 Marzo;R. subsidiado;105214
Ciudad Bolívar;2024 Marzo;R. subsidiado;213386
Sumapaz;2024 Marzo;R. subsidiado;1435
Sin dato de localidad;2024 Marzo;R. subsidiado;384247
Distrito;2024 Marzo;R. subsidiado;1745719
Usaquén;2024 Marzo;No afiliados;0
Chapinero;2024 Marzo;No afiliados;0
Santa Fe;2024 Marzo;No afiliados;0
San Cristóbal;2024 Marzo;No afiliados;0
Usme;2024 Marzo;No afiliados;0
Tunjuelito;2024 Marzo;No afiliados;0
Bosa;2024 Marzo;No afiliados;0
Kennedy;2024 Marzo;No afiliados;0
Fontibón;2024 Marzo;No afiliados;0
Engativá;2024 Marzo;No afiliados;0
Suba;2024 Marzo;No afiliados;0
Barrios Unidos;2024 Marzo;No afiliados;0
Teusaquillo;2024 Marzo;No afiliados;0
Los Mártires;2024 Marzo;No afiliados;0
Antonio Nariño;2024 Marzo;No afiliados;0
Puente Aranda;2024 Marzo;No afiliados;0
La Candelaria;2024 Marzo;No afiliados;0
Rafael Uribe Uribe;2024 Marzo;No afiliados;0
Ciudad Bolívar;2024 Marzo;No afiliados;0
Sumapaz;2024 Marzo;No afiliados;0
Sin dato de localidad;2024 Marzo;No afiliados;0
Distrito;2024 Marzo;No afiliados;0
Usaquén;2024 Abril;R. contributivo;525113
Chapinero;2024 Abril;R. contributivo;162608
Santa Fe;2024 Abril;R. contributivo;62321
San Cristóbal;2024 Abril;R. contributivo;275745
Usme;2024 Abril;R. contributivo;227114
Tunjuelito;2024 Abril;R. contributivo;117832
Bosa;2024 Abril;R. contributivo;489666
Kennedy;2024 Abril;R. contributivo;770382
Fontibón;2024 Abril;R. contributivo;353882
Engativá;2024 Abril;R. contributivo;685386
Suba;2024 Abril;R. contributivo;1099543
Barrios Unidos;2024 Abril;R. contributivo;128177
Teusaquillo;2024 Abril;R. contributivo;160694
Los Mártires;2024 Abril;R. contributivo;49587
Antonio Nariño;2024 Abril;R. contributivo;64272
Puente Aranda;2024 Abril;R. contributivo;214006
La Candelaria;2024 Abril;R. contributivo;11998
Rafael Uribe Uribe;2024 Abril;R. contributivo;245792
Ciudad Bolívar;2024 Abril;R. contributivo;383503
Sumapaz;2024 Abril;R. contributivo;1297
Sin dato de localidad;2024 Abril;R. contributivo;
Distrito;2024 Abril;R. contributivo;6028918
Usaquén;2024 Abril;R. excepción;17215
Chapinero;2024 Abril;R. excepción;4540
Santa Fe;2024 Abril;R. excepción;2663
San Cristóbal;2024 Abril;R. excepción;7773
Usme;2024 Abril;R. excepción;4724
Tunjuelito;2024 Abril;R. excepción;6115
Bosa;2024 Abril;R. excepción;9056
Kennedy;2024 Abril;R. excepción;34952
Fontibón;2024 Abril;R. excepción;10012
Engativá;2024 Abril;R. excepción;22038
Suba;2024 Abril;R. excepción;33364
Barrios Unidos;2024 Abril;R. excepción;3754
Teusaquillo;2024 Abril;R. excepción;8129
Los Mártires;2024 Abril;R. excepción;1732
Antonio Nariño;2024 Abril;R. excepción;2674
Puente Aranda;2024 Abril;R. excepción;7463
La Candelaria;2024 Abril;R. excepción;283
Rafael Uribe Uribe;2024 Abril;R. excepción;7468
Ciudad Bolívar;2024 Abril;R. excepción;7285
Sumapaz;2024 Abril;R. excepción;34
Sin dato de localidad;2024 Abril;R. excepción;
Distrito;2024 Abril;R. excepción;191,274
Usaquén;2024 Abril;R. subsidiado;10042
Chapinero;2024 Abril;R. subsidiado;33210
Santa Fe;2024 Abril;R. subsidiado;110917
San Cristóbal;2024 Abril;R. subsidiado;125571
Usme;2024 Abril;R. subsidiado;41994
Tunjuelito;2024 Abril;R. subsidiado;180264
Bosa;2024 Abril;R. subsidiado;167674
Kennedy;2024 Abril;R. subsidiado;31286
Fontibón;2024 Abril;R. subsidiado;99771
Engativá;2024 Abril;R. subsidiado;124644
Suba;2024 Abril;R. subsidiado;12291
Barrios Unidos;2024 Abril;R. subsidiado;2987
Teusaquillo;2024 Abril;R. subsidiado;17789
Los Mártires;2024 Abril;R. subsidiado;12008
Antonio Nariño;2024 Abril;R. subsidiado;23388
Puente Aranda;2024 Abril;R. subsidiado;5893
La Candelaria;2024 Abril;R. subsidiado;104960
Rafael Uribe Uribe;2024 Abril;R. subsidiado;212544
Ciudad Bolívar;2024 Abril;R. subsidiado;1389
Sumapaz;2024 Abril;R. subsidiado;388922
Sin dato de localidad;2024 Abril;R. subsidiado;
Distrito;2024 Abril;R. subsidiado;1745719
Usaquén;2024 Abril;No afiliados;0
Chapinero;2024 Abril;No afiliados;0
Santa Fe;2024 Abril;No afiliados;0
San Cristóbal;2024 Abril;No afiliados;0
Usme;2024 Abril;No afiliados;0
Tunjuelito;2024 Abril;No afiliados;0
Bosa;2024 Abril;No afiliados;0
Kennedy;2024 Abril;No afiliados;0
Fontibón;2024 Abril;No afiliados;0
Engativá;2024 Abril;No afiliados;0
Suba;2024 Abril;No afiliados;0
Barrios Unidos;2024 Abril;No afiliados;0
Teusaquillo;2024 Abril;No afiliados;0
Los Mártires;2024 Abril;No afiliados;0
Antonio Nariño;2024 Abril;No afiliados;0
Puente Aranda;2024 Abril;No afiliados;0
La Candelaria;2024 Abril;No afiliados;0
Rafael Uribe Uribe;2024 Abril;No afiliados;0
Ciudad Bolívar;2024 Abril;No afiliados;0
Sumapaz;2024 Abril;No afiliados;0
Sin dato de localidad;2024 Abril;No afiliados;0
Distrito;2024 Abril;No afiliados;0
Usaquén;2024 Mayo;R. contributivo;523925
Chapinero;2024 Mayo;R. contributivo;162240
Santa Fe;2024 Mayo;R. contributivo;62180
San Cristóbal;2024 Mayo;R. contributivo;275121
Usme;2024 Mayo;R. contributivo;226600
Tunjuelito;2024 Mayo;R. contributivo;117565
Bosa;2024 Mayo;R. contributivo;488557
Kennedy;2024 Mayo;R. contributivo;768638
Fontibón;2024 Mayo;R. contributivo;353081
Engativá;2024 Mayo;R. contributivo;683834
Suba;2024 Mayo;R. contributivo;1097055
Barrios Unidos;2024 Mayo;R. contributivo;127887
Teusaquillo;2024 Mayo;R. contributivo;160330
Los Mártires;2024 Mayo;R. contributivo;49475
Antonio Nariño;2024 Mayo;R. contributivo;64126
Puente Aranda;2024 Mayo;R. contributivo;213522
La Candelaria;2024 Mayo;R. contributivo;11971
Rafael Uribe Uribe;2024 Mayo;R. contributivo;245235
Ciudad Bolívar;2024 Mayo;R. contributivo;382635
Sumapaz;2024 Mayo;R. contributivo;1294
Sin dato de localidad;2024 Mayo;R. contributivo;
Distrito;2024 Mayo;R. contributivo;6015271
Usaquén;2024 Mayo;R. excepción;17215
